,price
1039,98.0
3616,66.0
1363,175.0
2113,140.0
2593,70.0
10088,111.0
20791,73.0
20126,120.0
10338,160.0
14921,129.0
9538,61.0
7210,125.0
10588,70.0
11958,54.0
10451,140.0
20277,175.0
20505,148.0
2196,90.0
16801,35.0
4495,90.0
1503,70.0
16181,94.0
3145,105.0
1157,63.0
12030,75.0
5675,49.0
15079,120.0
2575,70.0
2849,50.0
20398,160.0
19641,129.0
12326,61.0
7893,70.0
20779,80.0
7311,100.0
8789,185.0
3008,181.0
2403,98.0
19019,88.0
2729,55.0
2636,198.0
12266,100.0
19068,159.0
18044,53.0
18116,70.0
3435,159.0
11160,74.0
772,70.0
17472,142.0
13832,65.0
3193,75.0
12927,115.0
4721,49.0
13055,150.0
8456,85.0
18845,148.0
15998,49.0
15311,120.0
11883,65.0
1580,80.0
19844,120.0
11038,155.0
15423,120.0
10309,120.0
10672,140.0
17393,158.0
7026,65.0
6537,22.0
892,160.0
20007,50.0
4236,75.0
4231,85.0
1754,80.0
5940,150.0
1020,125.0
504,55.0
10974,90.0
4100,61.0
13690,150.0
20099,150.0
13253,135.0
2055,80.0
20525,140.0
3588,146.0
10308,44.0
18472,80.0
10773,73.0
18299,50.0
4924,61.0
2880,160.0
3601,40.0
9788,80.0
3161,40.0
10586,120.0
9092,150.0
14591,146.0
3866,150.0
3663,190.0
6136,190.0
4463,120.0
9862,65.0
18156,80.0
17805,61.0
8655,160.0
17789,70.0
3046,50.0
16283,65.0
15109,59.0
2041,140.0
14828,181.0
20445,61.0
14090,150.0
12538,88.0
10076,50.0
9323,150.0
17478,44.0
14261,54.0
16934,111.0
76,85.0
5583,55.0
4650,70.0
19694,190.0
14016,43.0
14570,98.0
19699,70.0
13148,129.0
17921,61.0
8597,44.0
4475,146.0
2373,78.0
12090,120.0
18240,170.0
8274,92.0
4558,119.0
3169,89.0
15417,111.0
3534,94.0
18866,36.0
6229,28.0
10840,86.0
1869,156.0
5399,70.0
1288,100.0
10147,39.0
17871,55.0
3900,135.0
8956,100.0
19686,90.0
19763,135.0
18775,61.0
21032,59.0
322,150.0
2524,100.0
13272,111.0
4346,75.0
5681,70.0
8302,55.0
15609,131.0
8290,111.0
18481,43.0
11892,100.0
4893,150.0
18964,50.0
20806,70.0
19153,34.0
20969,109.0
8669,150.0
12352,150.0
3811,171.0
16103,65.0
20911,50.0
16848,139.0
3446,42.0
8486,164.0
1757,98.0
2620,97.0
15192,150.0
21681,49.0
19039,35.0
2605,164.0
758,90.0
11131,55.0
19867,65.0
21089,185.0
7772,98.0
14238,119.0
751,100.0
11388,100.0
16595,80.0
1824,101.0
20143,89.0
1002,125.0
8945,111.0
2626,98.0
21634,129.0
14174,129.0
8466,59.0
4576,150.0
6796,70.0
3888,129.0
14553,94.0
8910,100.0
9560,90.0
16418,49.0
18340,175.0
6341,80.0
10413,100.0
17032,140.0
10494,140.0
20392,39.0
16063,98.0
17955,120.0
9106,129.0
11846,169.0
11362,98.0
18889,86.0
11534,198.0
19006,90.0
4715,100.0
200,135.0
12736,53.0
21567,61.0
15827,151.0
14267,75.0
17461,155.0
10272,67.0
16160,111.0
14526,80.0
2051,90.0
1749,198.0
2615,175.0
18880,98.0
19404,98.0
2297,125.0
2516,167.0
17006,62.0
10810,120.0
11911,50.0
12372,96.0
18498,69.0
1463,150.0
19520,31.0
1989,61.0
16295,88.0
574,125.0
17622,26.0
14962,85.0
20957,181.0
6147,90.0
3065,120.0
7555,61.0
9989,120.0
17175,40.0
6589,70.0
14769,58.0
20088,111.0
14453,50.0
21595,50.0
15505,150.0
17922,119.0
12065,85.0
15144,150.0
3004,80.0
20610,109.0
6538,175.0
16271,80.0
745,112.0
3660,50.0
11926,150.0
8026,111.0
193,111.0
16377,40.0
21103,170.0
10256,111.0
7779,100.0
19839,61.0
15942,61.0
13575,150.0
21401,140.0
19130,100.0
15460,111.0
21468,189.0
15568,50.0
16742,150.0
8697,35.0
9868,75.0
16494,50.0
20764,90.0
7591,70.0
3482,85.0
1588,150.0
13124,107.0
13591,129.0
5390,175.0
8738,44.0
12320,175.0
19565,88.0
19749,164.0
8879,124.0
8232,150.0
16513,67.0
21240,104.0
4722,150.0
12951,193.0
19102,139.0
9523,105.0
6755,63.0
15862,150.0
19103,50.0
2312,94.0
13913,58.0
4519,185.0
2452,98.0
21880,65.0
17837,85.0
7323,35.0
21765,80.0
3780,61.0
5137,140.0
21566,55.0
15920,50.0
18311,55.0
21387,111.0
11881,146.0
4426,40.0
4718,146.0
9988,50.0
6864,63.0
19442,40.0
15362,90.0
584,120.0
7809,88.0
17982,181.0
2009,59.0
7985,30.0
14577,129.0
876,94.0
10631,175.0
116,175.0
10222,111.0
14341,80.0
10297,94.0
20513,150.0
11759,98.0
21412,50.0
62,111.0
4948,65.0
16671,70.0
17397,100.0
8895,111.0
18221,100.0
19723,69.0
12461,129.0
14248,61.0
14456,80.0
15369,61.0
18937,100.0
16489,80.0
517,140.0
13745,166.0
19532,120.0
192,175.0
13716,65.0
17498,129.0
12391,190.0
10972,94.0
16096,151.0
15670,86.0
5625,140.0
1187,181.0
17371,61.0
5030,150.0
1879,150.0
17951,160.0
11282,84.0
6947,61.0
13137,129.0
16804,135.0
12456,50.0
9154,155.0
12382,120.0
1962,71.0
5170,146.0
6128,97.0
3991,94.0
17239,36.0
790,129.0
11625,181.0
18977,74.0
9553,160.0
360,170.0
5180,109.0
524,185.0
4039,150.0
13891,70.0
3822,119.0
3719,70.0
13032,100.0
4122,150.0
14670,129.0
6461,190.0
13300,150.0
17193,18.0
13199,100.0
16859,55.0
16184,75.0
5921,80.0
12404,53.0
11994,119.0
10598,66.0
15946,181.0
3447,108.0
6809,195.0
14690,59.0
9135,58.0
1847,94.0
8139,181.0
10975,129.0
13590,150.0
15239,190.0
14300,150.0
8131,150.0
9229,170.0
9984,80.0
6647,89.0
16368,35.0
668,185.0
6079,120.0
12469,120.0
19548,120.0
4936,150.0
12113,120.0
12734,65.0
11601,51.0
1557,85.0
14834,125.0
14900,67.0
5999,181.0
13270,156.0
19422,90.0
8722,61.0
6340,129.0
6729,135.0
19007,135.0
1716,75.0
15398,61.0
19437,160.0
13191,129.0
3908,190.0
4099,120.0
18394,150.0
11679,84.0
17234,70.0
3951,80.0
13147,125.0
15194,49.0
8460,150.0
14274,140.0
2448,70.0
21542,179.0
3802,70.0
1164,61.0
6572,135.0
14662,190.0
10314,185.0
12363,67.0
20507,35.0
19284,129.0
17524,30.0
890,98.0
17649,53.0
21202,98.0
19948,51.0
7851,164.0
1560,150.0
9196,111.0
15733,185.0
19965,44.0
18127,185.0
13926,69.0
17990,100.0
17228,100.0
6532,135.0
9504,100.0
6669,119.0
4922,100.0
1630,100.0
12886,181.0
5708,135.0
11208,100.0
16002,49.0
17813,100.0
15949,120.0
12118,135.0
13684,156.0
21224,80.0
1331,90.0
17851,135.0
8485,78.0
9405,129.0
15913,30.0
14316,119.0
6978,195.0
6357,90.0
12554,61.0
7958,183.0
5318,70.0
7436,195.0
10601,109.0
17708,28.0
13196,85.0
1942,58.0
372,80.0
19344,120.0
9885,80.0
15893,65.0
2587,50.0
19969,44.0
11378,92.0
9326,115.0
21205,175.0
5155,119.0
327,70.0
8600,156.0
2141,94.0
20580,170.0
4840,100.0
12802,100.0
6873,90.0
11467,85.0
14487,58.0
16612,88.0
2244,120.0
1848,156.0
20427,140.0
7692,150.0
6283,111.0
8917,80.0
14818,75.0
20604,70.0
11284,150.0
2639,100.0
8230,150.0
10817,132.0
16571,85.0
8412,49.0
13094,40.0
2446,61.0
20065,50.0
2181,93.0
15704,164.0
6332,88.0
5623,62.0
9650,120.0
6286,74.0
2485,190.0
1579,75.0
3736,166.0
4063,164.0
21179,69.0
14439,129.0
9755,40.0
15584,170.0
8366,170.0
8482,98.0
12632,63.0
9916,115.0
19059,140.0
6421,40.0
15231,55.0
9294,129.0
4746,90.0
14424,150.0
11885,109.0
18422,156.0
10105,119.0
19146,77.0
4471,65.0
19712,144.0
14215,50.0
19085,150.0
2519,177.0
15412,88.0
19611,94.0
11088,70.0
14887,55.0
8692,71.0
14150,70.0
5149,150.0
10867,50.0
14845,191.0
12758,120.0
21445,100.0
9528,73.0
4700,111.0
17804,146.0
8514,160.0
973,170.0
14440,160.0
18580,164.0
12181,100.0
3460,189.0
21196,120.0
3481,49.0
10983,80.0
158,120.0
14385,90.0
3245,98.0
8107,71.0
1294,135.0
8661,181.0
17913,181.0
3691,94.0
632,160.0
12235,171.0
8942,150.0
9395,120.0
11690,50.0
7219,61.0
12840,181.0
15386,80.0
16586,61.0
14758,55.0
21104,46.0
20071,120.0
1046,190.0
4701,175.0
14712,38.0
21935,125.0
8650,69.0
16497,152.0
9393,90.0
4953,75.0
16472,119.0
13855,61.0
590,85.0
15095,120.0
8449,85.0
6816,117.0
15561,100.0
10110,49.0
15618,59.0
567,88.0
4332,69.0
6329,49.0
11509,80.0
5428,70.0
2219,61.0
7514,65.0
12883,61.0
7898,160.0
14558,100.0
5966,175.0
15139,150.0
19543,112.0
16282,163.0
21785,50.0
14139,150.0
229,150.0
13492,181.0
17327,53.0
16964,100.0
16314,100.0
20588,70.0
14374,70.0
13910,53.0
17792,150.0
10646,42.0
10242,150.0
20415,44.0
13386,44.0
5563,175.0
1168,148.0
10987,85.0
7731,129.0
3135,111.0
8932,120.0
4939,111.0
8523,189.0
12565,150.0
18101,28.0
13130,61.0
12692,159.0
11949,63.0
784,70.0
20759,90.0
16179,100.0
17026,154.0
18846,150.0
20361,111.0
8979,129.0
10008,70.0
17780,156.0
9310,146.0
12542,160.0
15048,89.0
8773,50.0
2264,94.0
17920,102.0
19310,65.0
2515,167.0
21482,50.0
9933,70.0
7464,70.0
20877,70.0
11004,100.0
13700,129.0
18712,36.0
1780,125.0
4991,85.0
2089,26.0
21114,50.0
2613,55.0
4076,100.0
16712,150.0
19679,98.0
9022,53.0
16555,89.0
17355,61.0
13644,50.0
12324,61.0
18149,90.0
11620,120.0
1967,65.0
11087,109.0
977,170.0
16780,44.0
18995,139.0
10388,115.0
1380,100.0
12048,59.0
10009,198.0
11324,160.0
19195,100.0
10578,100.0
16161,150.0
19464,98.0
11400,50.0
14936,186.0
18297,181.0
17901,80.0
3390,105.0
4608,120.0
2145,160.0
16080,150.0
17624,40.0
11618,61.0
15108,150.0
19954,40.0
2728,49.0
11406,59.0
12657,80.0
20543,129.0
3790,175.0
1743,155.0
3341,189.0
15850,181.0
13030,150.0
6868,82.0
11842,92.0
11749,53.0
8768,53.0
18493,80.0
3009,55.0
5608,100.0
10555,150.0
16995,195.0
3376,140.0
18852,111.0
20401,70.0
13391,150.0
16466,40.0
5011,40.0
3270,100.0
11873,50.0
21489,49.0
1037,178.0
12176,50.0
6047,189.0
4786,124.0
5475,94.0
6416,93.0
3378,150.0
6062,61.0
15415,53.0
9515,98.0
19931,160.0
20707,100.0
435,65.0
15712,111.0
7589,55.0
7842,181.0
18585,111.0
8418,135.0
3368,50.0
5914,35.0
6173,129.0
6181,75.0
13067,129.0
20973,71.0
20452,80.0
11560,80.0
7116,57.0
6163,55.0
17495,98.0
15334,111.0
15573,150.0
14510,61.0
11064,70.0
13945,65.0
14474,121.0
20086,50.0
3203,50.0
20682,100.0
19941,44.0
9955,100.0
12613,129.0
17512,120.0
10231,88.0
4800,65.0
12562,36.0
15824,164.0
18798,85.0
16840,129.0
12949,119.0
1109,65.0
9208,55.0
16587,70.0
1511,55.0
14596,146.0
13426,80.0
16074,40.0
1976,140.0
14846,67.0
8709,98.0
14699,58.0
5305,150.0
3891,63.0
7538,159.0
14624,111.0
4092,150.0
10521,169.0
10648,57.0
5370,195.0
2326,50.0
4240,111.0
21820,61.0
18951,120.0
19810,32.0
21171,128.0
19179,44.0
13992,50.0
21481,65.0
12955,90.0
8934,120.0
12516,70.0
17136,150.0
13517,61.0
10016,61.0
8362,88.0
1648,129.0
17295,30.0
4208,70.0
9344,170.0
12754,185.0
14377,129.0
5476,51.0
13938,50.0
6380,111.0
16959,36.0
21259,193.0
10770,28.0
18938,61.0
21289,100.0
2270,70.0
802,100.0
15517,62.0
7593,44.0
14186,140.0
451,100.0
6704,120.0
6852,61.0
9019,90.0
17061,120.0
18561,140.0
20592,111.0
11130,44.0
20962,185.0
10034,39.0
20420,61.0
4506,164.0
13142,140.0
21779,93.0
21670,40.0
6369,135.0
21317,40.0
21234,40.0
11589,35.0
9336,85.0
8665,63.0
9987,55.0
10199,69.0
16093,100.0
14396,102.0
3195,50.0
20992,50.0
12280,61.0
11029,175.0
6064,61.0
12511,61.0
16025,61.0
13329,164.0
1545,159.0
2790,160.0
3216,57.0
1061,98.0
21314,183.0
6772,120.0
14559,115.0
20100,75.0
5747,92.0
11548,66.0
21177,185.0
14868,119.0
16997,146.0
1268,100.0
10278,119.0
488,178.0
1769,61.0
17087,119.0
14327,189.0
3243,150.0
19971,57.0
1490,85.0
14134,158.0
9736,150.0
14713,44.0
5995,74.0
96,75.0
11419,85.0
13523,44.0
11262,111.0
18371,36.0
13482,100.0
20655,140.0
9441,80.0
3280,164.0
5635,129.0
4002,115.0
601,42.0
842,150.0
21518,85.0
3050,100.0
5754,49.0
8400,89.0
20016,129.0
7884,160.0
18255,125.0
1930,75.0
12438,164.0
14879,44.0
461,170.0
2379,36.0
2979,120.0
21614,50.0
13251,112.0
15581,100.0
9086,102.0
9797,98.0
7418,135.0
9202,111.0
6219,39.0
12592,120.0
12582,80.0
19985,160.0
15955,80.0
907,70.0
12226,186.0
4172,129.0
2598,54.0
21382,97.0
11423,75.0
20299,94.0
19886,50.0
12903,120.0
16378,44.0
3236,65.0
16579,150.0
14602,120.0
793,94.0
18654,150.0
3781,50.0
15675,65.0
19992,100.0
10562,70.0
7150,160.0
19476,195.0
12594,100.0
13053,174.0
9193,189.0
5650,69.0
18849,98.0
15315,150.0
21126,140.0
5748,70.0
11731,111.0
7676,61.0
10767,98.0
8411,104.0
1846,140.0
2974,160.0
11555,50.0
1210,120.0
18187,51.0
12005,59.0
11756,61.0
10455,61.0
8887,55.0
1491,59.0
9740,108.0
13286,181.0
15657,40.0
6195,170.0
13893,50.0
12989,150.0
6673,150.0
19812,70.0
1339,120.0
9138,140.0
13097,61.0
18525,55.0
8098,58.0
10407,100.0
2138,120.0
21640,121.0
8177,42.0
17179,181.0
13912,119.0
14413,146.0
5483,125.0
1304,55.0
1756,150.0
12631,50.0
5535,75.0
9241,181.0
3028,61.0
963,125.0
12548,170.0
7601,80.0
8884,67.0
3506,96.0
12993,140.0
16083,120.0
12448,100.0
8792,78.0
17843,115.0
10704,40.0
21881,120.0
15939,50.0
20333,96.0
19774,150.0
10591,85.0
101,98.0
4568,43.0
12848,55.0
373,98.0
21786,20.0
4985,115.0
3597,70.0
15201,116.0
2673,57.0
18716,164.0
16930,50.0
12142,170.0
3269,105.0
4249,59.0
2200,88.0
5444,50.0
8606,50.0
11525,70.0
19314,94.0
14237,70.0
14594,100.0
11309,190.0
7470,120.0
2165,55.0
9734,159.0
14112,58.0
10545,90.0
17449,80.0
4107,152.0
11102,150.0
3085,111.0
13858,150.0
8372,50.0
18098,125.0
16862,50.0
14718,61.0
7033,90.0
5538,40.0
17996,109.0
19916,94.0
6498,98.0
7697,160.0
8618,120.0
858,129.0
10518,167.0
10463,160.0
11943,158.0
14641,152.0
16751,75.0
21473,70.0
13197,111.0
18876,50.0
21919,178.0
273,80.0
10637,100.0
7178,69.0
15297,119.0
7196,81.0
6950,61.0
14875,119.0
16559,135.0
16578,73.0
682,98.0
15191,90.0
19824,94.0
4858,50.0
8976,133.0
9505,181.0
19653,129.0
18630,150.0
7544,150.0
9260,67.0
3208,129.0
19138,111.0
3360,85.0
10443,94.0
13234,160.0
14676,35.0
14969,195.0
7974,146.0
17492,90.0
7404,120.0
3110,120.0
14357,160.0
7376,50.0
15113,53.0
7371,49.0
3927,125.0
19882,44.0
10408,120.0
3470,75.0
16232,50.0
8526,80.0
21587,50.0
12763,50.0
13952,136.0
19349,50.0
19524,139.0
8187,70.0
21132,160.0
15990,151.0
18383,190.0
7444,120.0
3522,70.0
9545,65.0
20203,50.0
14388,97.0
1849,111.0
20645,150.0
17093,140.0
15158,40.0
1320,67.0
15111,94.0
7994,96.0
18035,140.0
7481,50.0
21226,30.0
15397,54.0
17338,135.0
9780,140.0
4564,49.0
17056,63.0
2324,36.0
14349,150.0
4725,190.0
20950,94.0
13257,58.0
21859,49.0
7310,92.0
13764,150.0
14692,50.0
16450,90.0
14806,120.0
8396,100.0
5702,102.0
19238,120.0
9348,140.0
5799,75.0
3990,69.0
7242,44.0
1056,164.0
8220,155.0
4986,150.0
16372,98.0
15033,50.0
6913,85.0
17643,100.0
18542,44.0
9462,150.0
13243,163.0
6702,80.0
19326,129.0
11476,105.0
5976,100.0
15277,135.0
21152,67.0
12509,125.0
6151,100.0
9113,62.0
13860,94.0
367,115.0
12800,70.0
8047,89.0
17968,98.0
14167,190.0
20052,181.0
4241,175.0
15316,80.0
10763,67.0
17033,35.0
11506,26.0
18817,100.0
16924,77.0
9876,70.0
5800,154.0
5648,80.0
21558,61.0
21735,100.0
1351,100.0
12585,100.0
17670,18.0
9102,30.0
16527,80.0
7618,150.0
17773,169.0
21844,67.0
8848,181.0
700,152.0
10580,100.0
17637,125.0
17224,120.0
2082,159.0
7172,85.0
7079,150.0
7309,55.0
2637,111.0
15000,150.0
13337,49.0
21802,50.0
3553,120.0
161,94.0
10768,54.0
15232,40.0
19064,80.0
5068,191.0
19383,67.0
16984,80.0
2344,90.0
21302,146.0
11005,98.0
15558,38.0
3733,28.0
7186,105.0
15797,40.0
642,50.0
1457,44.0
12014,135.0
5403,146.0
19479,49.0
9817,77.0
16248,100.0
4522,120.0
826,75.0
14849,125.0
12973,47.0
4215,160.0
2007,150.0
21189,190.0
20947,75.0
16057,150.0
854,120.0
15542,61.0
472,84.0
20884,135.0
14231,181.0
3948,61.0
12862,140.0
16195,146.0
14802,90.0
10068,70.0
4702,54.0
13035,44.0
2544,90.0
3391,55.0
20931,46.0
14816,53.0
20053,160.0
14490,70.0
9761,150.0
2315,150.0
10529,55.0
6257,50.0
13039,90.0
16757,107.0
9923,47.0
6761,190.0
4981,88.0
12098,38.0
10025,179.0
7592,65.0
16688,50.0
1873,181.0
9577,100.0
5300,49.0
1546,124.0
172,120.0
18174,51.0
1574,150.0
4892,40.0
4104,120.0
809,120.0
14642,98.0
19923,100.0
11473,35.0
18218,190.0
18428,164.0
14741,36.0
2693,146.0
5547,80.0
11950,58.0
7413,133.0
6300,80.0
1969,50.0
129,85.0
1201,94.0
4354,125.0
2948,100.0
12902,44.0
20651,88.0
19915,150.0
4757,49.0
17956,150.0
1176,105.0
9935,129.0
8881,185.0
9607,132.0
8529,80.0
4779,82.0
8871,181.0
7142,80.0
18663,75.0
13447,175.0
3828,146.0
5765,181.0
3072,189.0
20739,71.0
6817,195.0
258,50.0
21744,108.0
7623,50.0
5183,59.0
5144,120.0
4942,63.0
17709,160.0
16252,121.0
4831,100.0
18548,70.0
6264,90.0
4149,49.0
20492,63.0
20982,57.0
19851,98.0
1143,100.0
4494,90.0
9806,119.0
15652,170.0
18894,55.0
16921,133.0
8262,97.0
12196,40.0
14222,75.0
10211,90.0
9318,150.0
21907,129.0
15975,100.0
10005,120.0
14599,185.0
21091,67.0
18771,150.0
15858,125.0
1528,120.0
11716,115.0
3277,150.0
10698,80.0
14753,96.0
7660,71.0
19545,150.0
7339,129.0
20820,65.0
15596,55.0
17593,61.0
3936,81.0
12174,100.0
6086,120.0
11159,167.0
18037,129.0
6187,129.0
1532,50.0
14470,160.0
20565,120.0
1138,190.0
7328,65.0
3146,50.0
9026,85.0
10687,50.0
18993,150.0
12519,100.0
8928,85.0
9879,140.0
6002,111.0
7821,80.0
783,119.0
7306,28.0
14616,80.0
7645,35.0
8213,59.0
7903,75.0
18924,55.0
8798,139.0
3740,150.0
20265,120.0
13128,43.0
10311,135.0
6445,198.0
3545,135.0
11258,65.0
17807,89.0
10195,70.0
8206,115.0
14542,90.0
5901,28.0
17647,50.0
15080,140.0
9708,80.0
10333,198.0
4409,140.0
2897,115.0
811,150.0
9651,120.0
12242,160.0
16627,160.0
13726,80.0
20882,65.0
16833,94.0
5602,115.0
19751,36.0
19200,150.0
8222,120.0
1448,150.0
10028,40.0
2557,135.0
4521,140.0
7613,34.0
21586,111.0
19497,75.0
21816,49.0
18971,179.0
7224,152.0
16351,55.0
4617,65.0
18500,125.0
7432,195.0
19296,150.0
4340,90.0
13267,55.0
13103,80.0
9985,181.0
4886,94.0
19069,85.0
16520,150.0
6930,75.0
848,170.0
4283,129.0
11218,119.0
1422,150.0
8743,190.0
11083,190.0
5113,150.0
2573,129.0
2581,47.0
13077,90.0
3477,88.0
14989,150.0
9602,120.0
17950,90.0
13025,100.0
18779,61.0
8563,85.0
20814,146.0
21066,55.0
1653,150.0
15121,61.0
21137,65.0
9364,121.0
17696,164.0
2950,148.0
19892,61.0
2891,65.0
21303,108.0
18730,111.0
18186,190.0
21411,57.0
898,150.0
1694,160.0
13908,57.0
11493,44.0
7370,125.0
7615,65.0
1419,61.0
18678,100.0
20590,120.0
19764,111.0
20179,75.0
1093,98.0
19782,38.0
13617,135.0
91,75.0
7584,150.0
18761,90.0
12743,120.0
5470,198.0
3619,164.0
15498,75.0
3469,140.0
10517,70.0
13512,140.0
3473,50.0
17527,148.0
4887,69.0
16439,90.0
11335,150.0
12415,57.0
14668,55.0
2080,119.0
21828,58.0
5767,119.0
11355,100.0
13172,164.0
7388,65.0
18134,179.0
20436,36.0
3351,181.0
10275,160.0
17331,65.0
10629,50.0
12814,44.0
9671,129.0
510,138.0
21299,140.0
5939,26.0
5271,71.0
5267,58.0
9182,125.0
13830,98.0
9064,129.0
20091,120.0
4624,85.0
1782,80.0
14744,150.0
1550,94.0
18237,50.0
12974,70.0
6789,116.0
10457,36.0
6781,98.0
21483,90.0
18190,100.0
12522,69.0
17154,90.0
12652,44.0
20158,100.0
21515,170.0
18470,150.0
13720,150.0
5473,65.0
16566,181.0
19704,100.0
20217,61.0
9980,185.0
14394,181.0
6666,94.0
7295,40.0
19773,50.0
11170,100.0
19994,111.0
14434,50.0
17994,125.0
20359,146.0
18183,100.0
4601,70.0
20496,181.0
7934,156.0
15280,179.0
2410,150.0
13994,70.0
7571,26.0
10787,150.0
9213,67.0
1669,73.0
3352,65.0
6643,101.0
6124,61.0
13538,98.0
11128,70.0
7859,65.0
8616,150.0
21014,94.0
7163,85.0
13231,150.0
1242,150.0
11020,94.0
595,119.0
6593,75.0
9381,186.0
14142,44.0
16885,57.0
19859,44.0
9706,36.0
5639,90.0
293,80.0
19113,175.0
936,120.0
6986,49.0
16180,120.0
20551,160.0
4641,150.0
3628,125.0
15333,80.0
431,84.0
16702,102.0
3921,90.0
15642,198.0
14930,125.0
195,150.0
15752,65.0
5135,105.0
18904,44.0
836,85.0
18695,140.0
11320,61.0
15679,190.0
7769,54.0
4445,120.0
5508,179.0
5495,44.0
9898,111.0
14567,150.0
13759,109.0
12798,135.0
4342,88.0
19015,98.0
8764,57.0
8142,40.0
21832,53.0
9059,73.0
18577,169.0
4327,190.0
20511,53.0
12857,125.0
4525,120.0
7197,108.0
11092,150.0
17016,129.0
2321,85.0
5098,65.0
1440,105.0
17993,35.0
718,120.0
7100,80.0
6417,67.0
21414,61.0
3973,138.0
10304,120.0
11048,44.0
17173,139.0
17421,181.0
19495,90.0
9893,140.0
21593,120.0
8468,179.0
8394,44.0
15313,70.0
13194,120.0
11456,139.0
12300,129.0
12646,89.0
1704,80.0
19747,42.0
9362,140.0
2670,70.0
8729,190.0
441,111.0
21649,44.0
1063,115.0
20312,120.0
11569,49.0
147,90.0
2930,44.0
13599,61.0
9643,129.0
761,100.0
3624,70.0
16557,80.0
15138,120.0
5472,55.0
16981,50.0
214,65.0
17640,90.0
9996,70.0
2749,195.0
4451,46.0
16173,105.0
21819,50.0
21686,129.0
21188,65.0
5199,129.0
21273,155.0
21456,61.0
6951,129.0
3582,111.0
21826,31.0
15367,34.0
19424,40.0
7764,115.0
17737,169.0
10789,98.0
13200,150.0
20558,170.0
765,175.0
10052,50.0
7678,140.0
9766,160.0
11424,123.0
5474,49.0
10167,120.0
9563,61.0
12128,129.0
3339,80.0
20204,100.0
422,120.0
13978,187.0
13543,80.0
7740,98.0
16525,85.0
10330,80.0
12687,75.0
15790,28.0
6126,129.0
3961,190.0
12318,104.0
6065,62.0
7352,140.0
17069,59.0
10206,50.0
18415,39.0
5019,107.0
12335,111.0
8957,150.0
2305,65.0
16918,129.0
11839,75.0
17105,54.0
21418,150.0
7192,85.0
19009,135.0
12402,50.0
16567,111.0
21769,190.0
17267,109.0
2157,120.0
7049,75.0
17891,61.0
3023,80.0
18909,40.0
7539,120.0
10626,181.0
15653,111.0
14426,109.0
8813,90.0
5179,181.0
18603,179.0
21805,111.0
961,129.0
5885,67.0
444,160.0
16608,59.0
13168,70.0
1416,85.0
12348,120.0
19367,94.0
19752,186.0
857,138.0
2491,170.0
10247,78.0
1407,120.0
4955,70.0
17905,80.0
7551,70.0
14883,63.0
18509,160.0
21285,167.0
7466,100.0
13677,30.0
1437,150.0
3308,170.0
14244,181.0
12367,140.0
21911,125.0
20755,70.0
15938,169.0
10720,178.0
2331,80.0
11508,150.0
2888,125.0
5973,111.0
19756,35.0
14584,175.0
12072,97.0
797,80.0
21022,111.0
19534,150.0
1527,147.0
13,75.0
21583,150.0
15090,98.0
12735,107.0
1086,159.0
8014,44.0
9754,100.0
11374,109.0
20214,35.0
13903,146.0
17390,70.0
17928,185.0
11734,55.0
18036,120.0
12260,98.0
15150,150.0
15764,55.0
6840,128.0
5143,30.0
21827,80.0
16756,80.0
12745,195.0
4729,78.0
4322,82.0
2069,129.0
15215,105.0
4616,142.0
2919,44.0
8103,54.0
21007,147.0
13965,55.0
9569,49.0
4508,70.0
20431,50.0
18983,170.0
19615,150.0
1952,75.0
2445,80.0
14586,146.0
1064,189.0
17114,98.0
8320,82.0
12756,150.0
19338,80.0
4136,80.0
1125,70.0
18922,113.0
18832,54.0
5423,150.0
8776,170.0
8459,98.0
1251,70.0
9863,38.0
8094,80.0
18731,135.0
3747,81.0
21087,61.0
6372,89.0
16629,181.0
9051,169.0
4350,55.0
2351,150.0
4874,160.0
3848,189.0
9613,61.0
20070,80.0
16863,49.0
7704,195.0
6253,80.0
11927,26.0
4061,159.0
15163,195.0
5207,120.0
125,89.0
19533,111.0
209,150.0
15234,160.0
7298,170.0
18953,75.0
10370,63.0
21016,55.0
17218,49.0
18357,179.0
1436,67.0
18038,129.0
16970,80.0
4946,140.0
11659,77.0
2131,80.0
8151,140.0
6104,70.0
5537,61.0
15260,150.0
7205,125.0
19184,150.0
17343,34.0
13198,100.0
5060,58.0
5343,150.0
20187,148.0
19455,169.0
7774,150.0
9965,51.0
19872,125.0
6628,50.0
6027,181.0
1091,181.0
388,71.0
6110,67.0
6032,111.0
11396,81.0
1036,150.0
18537,80.0
15480,84.0
3156,160.0
13040,70.0
21416,65.0
5631,120.0
9404,47.0
18824,120.0
8875,50.0
10480,129.0
17157,35.0
15538,190.0
710,98.0
16601,120.0
10937,138.0
20199,125.0
4193,129.0
870,109.0
19780,146.0
11207,100.0
537,94.0
3100,139.0
17963,80.0
11719,135.0
18451,98.0
177,100.0
5782,129.0
19327,57.0
21151,160.0
20067,65.0
6524,190.0
11264,50.0
9531,160.0
14938,150.0
912,150.0
2989,85.0
9969,100.0
12008,65.0
9035,85.0
16644,40.0
14902,129.0
592,164.0
15133,121.0
4992,181.0
10497,181.0
795,144.0
16484,181.0
11393,44.0
3834,80.0
19066,80.0
571,44.0
11339,40.0
3584,50.0
11047,179.0
7073,150.0
21603,146.0
21647,129.0
